Date,Day,Training Day,Days from Game,Week Structure,Turnaround,Training Group,Training Involvement,Opposition,Week Number,Session,Focus,Data Type,Position,Name,Period Name,Total Distance (m),Work Distance (m),+5m/s Distance (m),+6m/s Distance (m),+7m/s Distance (m),Individual High Speed Distance (m),60% Total Distance (m),70% Total Distance (m),80% Total Distance (m),90% Total Distance (Set 2) (m),Accel Decel Distance (m),Accel Distance (m),Accel Decel Efforts,Accel Efforts,Acceleration Metres/Minute,High Accel Distance (m),High Intensity Efforts 1,High Intensity Efforts 2,HSR Density,IMA Total,Individual High Metabolic Distance (m),50% Total Distance (Set 2) (m),60% Total Distance (Set 2) (m),70% Speed Total Distance (Set 2) (m),80% Speed Total Distance (Set 2) (m),Acceleration Density,Acceleration Density Index,Max Vel (% Max),Maximum Velocity (m/s),Meterage Per Minute,Player Load (1D Fwd),Player Load (2D),Player Load (Slow),Player Load Per Metre,Player Load Per Minute,Total Acceleration Load,Total Duration,Average Scrum Count (Session),Average Scrum Duration,Scrum Count,High Accel Total Distance (m),High Accel Total Effort Count,High Deccel  Total Distance (m),High Deccel Total Effort Count,Mod Accel Total Distance (m),Mod Accel Total Effort Count,Position Name,Equivalent Distance (m),High Speed Total Distance (m),Jog Total Distance (m),Abs Sprint Total Distance (m),Stride Total Distance (m),Top Speed 1 Total Distance (m),Top Speed 2 Total Distance (m),Top Speed 2 Total Effort Count,Top Speed 1 Total Effort Count,Stride Total Effort Count,60% Total Effort Count (Set 2),70% Total Effort Count (Set 2),80% Total Effort Count (Set 2),90% Total Effort Count (Set 2),Tackle Count,Deceleration B2 Distance (Gen 2) (m),Deceleration B3 Distance (Gen 2) (m),Deceleration B2-3 Distance (Gen 2) (m),Acceleration B2 Distance (Gen 2) (m),Acceleration B3 Distance (Gen 2) (m),Acceleration B2-3 Distance (Gen 2) (m),Gen 2 Accel Distance (m),Max Acceleration,Max Deceleration,Deceleration B2-3 Total Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Acceleration B2-3 Total Efforts (Gen 2),Individual High Speed/Min,Individual Sprint Metres/Min,60% Mtrs/Min,70% Mtrs/Min,High Speed Mtrs/Min
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,75,44,3,0,0,5,0,0,0,0,16,3,2,1,5,0,1,1,29,4,9,5,0,0,0,1,4,59,5.5,102,5,7,5,0,16,28,0,0,,0,0,0,0,0,3,1,Back 3,86,3,34,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2.3,-2.6,0,0,0,0,0,0,7,n/a,n/a,n/a,5
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,32,13,0,0,0,0,0,0,0,0,4,2,2,1,4,0,0,0,n/a,2,2,0,0,0,0,0,3,48,4.6,73,2,4,2,0,12,10,0,0,,0,0,0,0,0,2,1,Back 3,37,0,11,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2.5,-2.7,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,11,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,4,14,1.3,35,0,0,1,0,3,4,0,0,,0,0,0,0,0,0,0,Back 3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,29,10,0,0,0,0,0,0,0,0,4,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,3,34,3.2,72,1,2,2,0,8,10,0,0,,0,0,0,0,0,0,0,Back 3,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,-1.3,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,77,67,18,0,0,22,5,0,0,0,17,4,2,1,11,0,1,1,6,2,26,17,5,0,0,1,3,62,5.8,178,4,6,2,0,26,23,0,0,,0,0,0,0,0,4,1,Back 3,91,18,39,0,10,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.8,-2.4,0,0,0,0,0,0,50,11,11,n/a,42
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,116,24,0,0,0,0,0,0,0,0,19,2,2,2,1,0,0,0,n/a,0,2,0,0,0,0,0,5,36,3.4,57,5,8,10,0,7,57,0,0,,0,0,0,0,0,2,2,Back 3,131,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,-2.1,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,40,20,0,0,0,0,0,0,0,0,1,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,2,39,3.7,110,1,2,1,0,10,8,0,0,,0,0,0,0,0,0,0,Back 3,43,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,-1.2,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,85,73,44,20,2,47,27,9,0,0,20,9,3,2,23,1,4,5,4,1,58,20,18,9,0,1,3,75,7.1,188,4,6,1,0,21,25,0,0,,0,0,0,1,1,9,2,Back 3,109,24,15,2,14,0,0,0,0,1,2,1,0,0,2,0,0,1,0,0,0,0,2.4,-5.3,1,0,1,0,0,0,104,59,59,19,96
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,9,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,4,20,1.9,61,0,1,1,0,10,3,0,3,0,3,0,0,0,0,0,0,Back 3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,20,1,0,0,0,0,0,0,0,0,1,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,4,22,2.1,71,1,1,2,0,8,7,0,0,,0,0,0,0,0,0,0,Back 3,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,-0.8,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,33,13,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,n/a,1,1,0,0,0,0,1,5,40,3.7,72,2,3,2,0,10,16,0,0,,0,0,0,0,0,1,0,Back 3,38,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,-2,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,49,16,0,0,0,4,0,0,0,0,11,1,2,1,2,0,0,0,n/a,4,5,4,0,0,0,1,5,53,5,67,4,6,6,0,13,25,0,0,,0,0,0,0,0,1,1,Back 3,61,0,9,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5,-2.8,0,0,0,0,0,0,5,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,20,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,n/a,4,1,0,0,0,0,0,6,22,2.1,32,2,3,5,0,8,12,0,0,,0,0,0,0,0,1,1,Back 3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,12,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,4,0,0,0,0,0,0,5,8,0.8,31,1,2,2,0,6,6,0,0,,0,0,0,0,0,0,0,Back 3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,34,10,0,0,0,0,0,0,0,0,3,2,1,1,4,0,0,0,n/a,4,2,0,0,0,0,0,4,30,2.8,72,2,3,3,0,10,13,0,2,0,2,0,0,0,0,2,1,Back 3,38,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,-1.6,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,212,119,22,17,8,24,19,12,0,0,41,9,9,3,7,2,3,5,21,11,39,6,7,12,0,1,3,78,7.4,105,11,18,11,0,14,73,0,0,,0,1,0,2,2,8,3,Back 3,259,5,82,8,15,0,0,0,0,2,1,1,0,0,5,1,1,2,1,0,1,1,2.7,-4.5,2,0,2,0,0,0,12,9,9,6,11
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,Back 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,43,7,0,0,0,0,0,0,0,0,2,0,0,0,n/a,0,0,0,n/a,1,0,0,0,0,0,0,3,30,2.9,68,1,2,3,0,7,14,0,0,,0,0,0,0,0,0,0,Back 3,47,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,74,30,10,0,0,11,0,0,0,0,15,5,3,2,8,1,1,2,10,5,17,11,0,0,0,1,4,59,5.6,92,3,5,4,0,10,26,0,0,,0,0,0,1,1,5,2,Back 3,92,10,18,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2.8,-4.9,1,0,1,0,0,0,14,n/a,n/a,n/a,12
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Back 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,11,5,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,3,26,2.4,103,1,1,1,0,17,3,0,0,,0,0,0,0,0,0,0,Back 3,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.9,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,30,2,0,0,0,0,0,0,0,0,1,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,3,22,2.1,85,1,1,2,0,7,8,0,0,,0,0,0,0,0,0,0,Back 3,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,195,112,31,23,10,33,29,21,0,0,41,10,7,4,7,2,3,4,12,8,47,4,9,21,0,1,4,78,7.3,98,10,17,8,0,13,74,0,0,,0,0,0,2,1,10,4,Back 3,246,8,63,10,18,0,0,0,0,3,1,1,0,0,3,1,1,2,0,0,0,0,3.1,-5.2,3,2,1,1,0,1,16,15,15,10,16
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,41,1,0,0,0,0,0,0,0,0,1,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,4,22,2.1,56,1,2,4,0,5,15,0,0,,0,0,0,0,0,0,0,Back 3,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.8,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,40,26,2,0,0,3,0,0,0,0,12,1,3,1,5,1,1,2,66,6,5,3,0,0,0,1,5,56,5.3,83,3,4,2,0,13,19,0,2,0,2,0,0,1,1,1,1,Back 3,55,2,18,0,7,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1.9,-4,1,1,0,0,0,0,5,n/a,n/a,n/a,3
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,105,51,15,4,0,18,9,0,0,0,27,8,5,2,10,1,2,2,9,12,29,9,9,0,0,1,4,69,6.4,90,6,10,7,0,13,42,0,0,,0,0,0,1,0,8,2,Back 3,134,11,20,0,16,0,0,0,0,2,1,0,0,0,2,1,0,1,0,0,0,0,2.9,-3.5,2,2,0,0,0,0,15,8,8,n/a,13
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,66,49,16,9,0,18,14,0,0,0,19,7,7,3,19,3,3,3,13,9,28,5,14,0,0,1,4,66,6.2,127,4,6,2,0,18,25,0,0,,0,2,1,0,1,5,2,Back 3,85,8,20,0,12,0,0,0,0,2,1,0,0,0,2,1,0,1,2,0,2,2,2,-3.8,1,1,0,0,0,0,35,26,26,n/a,31
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,44,37,0,0,0,3,0,0,0,0,9,0,1,0,1,0,0,0,0,1,3,3,0,0,0,1,3,53,5,168,2,3,0,0,18,12,0,0,,0,0,0,0,0,0,0,Back 3,53,0,20,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,10,n/a,n/a,n/a,1
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,139,108,0,0,0,0,0,0,0,0,25,3,2,1,5,0,0,0,n/a,5,5,0,0,0,0,1,3,50,4.7,139,7,11,4,0,17,42,0,0,,0,0,0,0,0,3,1,Back 3,161,0,72,0,36,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2.4,-2.7,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,80,64,4,0,0,6,1,0,0,0,18,0,1,0,1,0,1,1,24,3,7,5,1,0,0,1,3,62,5.8,118,4,7,3,0,19,28,0,0,,0,0,0,0,1,0,0,Back 3,96,4,47,0,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,-3.2,1,1,0,0,0,0,9,1,1,n/a,6
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,2087,1495,358,142,35,406,232,62,0,0,476,69,52,22,6,7,34,36,9,137,503,174,170,62,0,1,3,79,7.4,120,110,176,77,0,16,693,0,4,0,4,1,0,6,9,68,22,Back 3,2552,216,876,35,261,0,0,0,0,28,14,4,0,0,45,5,2,7,1,0,1,1,3,-5.7,11,5,6,1,0,1,23,13,13,4,21
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,1608,816,159,70,4,207,102,18,0,0,288,68,55,29,5,13,15,18,7,80,301,105,84,18,0,1,4,78,7.3,86,71,117,82,0,11,588,0,16,0,16,9,3,4,6,59,26,Back 3,1911,88,481,4,177,0,0,0,0,14,4,1,0,0,21,4,1,5,9,0,9,9,3.4,-5.2,12,9,3,3,0,3,11,5,5,1,9
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,3414,1522,300,79,10,359,160,23,0,0,570,178,82,60,4,39,46,31,11,0,566,199,137,23,0,0,3,79,7.5,61,138,219,165,0,6,1174,0,0,,0,34,10,5,2,143,50,Back 3,0,221,970,10,252,0,0,0,0,41,19,4,0,0,4,3,2,5,28,7,34,34,4.4,-4.8,7,6,1,6,2,8,6,3,3,0,5
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,3395,1445,564,49,0,746,433,1,0,0,416,132,59,45,2,16,29,25,4,118,894,314,432,1,0,0,3,71,6.2,54,109,184,141,0,5,1031,0,0,,0,14,4,2,1,119,41,Outhalf,3753,515,616,0,266,0,0,0,0,32,20,0,0,0,0,2,0,2,14,0,14,14,3.2,-3.4,5,5,0,5,0,5,12,7,7,0,9
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,822,245,0,0,0,7,0,0,0,0,38,0,0,0,0,0,0,0,n/a,32,7,7,0,0,0,0,3,55,4.8,51,26,42,41,0,4,226,0,0,,0,0,0,0,0,0,0,Outhalf,859,0,234,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-2.4,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,1050,477,52,11,0,63,37,0,0,0,102,26,10,9,2,7,7,4,7,0,95,27,37,0,0,0,3,67,6.3,65,49,75,63,0,8,320,0,0,,0,3,1,3,0,22,8,Back 3,0,41,364,0,62,0,0,0,0,8,3,0,0,0,0,2,1,3,3,0,3,3,3.3,-2.5,0,0,0,2,0,2,4,2,2,n/a,3
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,186,29,0,0,0,0,0,0,0,0,27,2,1,1,0,0,0,0,n/a,0,2,0,0,0,0,0,5,35,3.3,38,9,16,20,0,5,102,0,0,,0,0,0,0,0,2,1,Back 3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-1.5,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,196,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,n/a,23,0,0,0,0,0,0,5,34,3,40,9,16,22,0,5,98,0,0,,0,0,0,0,0,0,0,Outhalf,213,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-1.7,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,658,264,72,30,0,83,51,9,0,0,143,58,26,20,6,18,14,14,14,0,151,32,42,9,0,0,4,73,6.8,55,23,36,26,0,5,234,0,0,,0,16,4,1,1,42,16,Back 3,0,42,143,0,49,0,0,0,0,12,6,3,0,0,1,1,0,1,12,4,16,16,4.4,-4.8,4,3,1,1,2,3,7,4,4,1,6
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,419,100,24,0,0,45,14,0,0,0,67,36,15,9,4,2,4,4,16,10,87,31,14,0,0,0,3,64,5.7,35,12,21,20,0,3,140,0,0,,0,2,0,0,0,34,9,Outhalf,480,24,41,0,35,0,0,0,0,7,4,0,0,0,0,0,0,0,2,0,2,2,3.1,-3,1,1,0,1,0,1,4,1,1,n/a,2
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,112,39,0,0,0,0,0,0,0,0,11,1,1,1,1,0,0,0,n/a,0,1,0,0,0,0,0,3,34,3.2,63,6,9,8,0,8,39,0,0,,0,0,0,0,0,1,1,Back 3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,-1.6,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,84,18,0,0,0,0,0,0,0,0,3,0,0,0,n/a,0,0,0,n/a,4,0,0,0,0,0,0,4,36,3.1,48,3,5,6,0,4,31,0,0,,0,0,0,0,0,0,0,Outhalf,89,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,-0.9,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,117,28,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,n/a,0,1,0,0,0,0,0,5,40,3.7,59,4,8,8,0,6,56,0,0,,0,0,0,0,0,0,0,Back 3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-2.3,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,94,16,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,n/a,14,1,0,0,0,0,0,5,36,3.2,47,4,7,7,0,5,47,0,0,,0,0,0,0,0,1,0,Outhalf,106,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-1.7,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,545,342,104,18,10,123,31,14,0,0,106,18,9,5,4,0,10,6,9,0,148,92,17,14,0,0,2,79,7.5,97,18,28,10,0,8,130,0,0,,0,0,0,0,0,18,5,Back 3,0,86,165,10,73,0,0,0,0,9,5,1,0,0,1,0,0,0,0,0,0,0,2.7,-3.1,2,2,0,0,0,0,22,6,6,3,19
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,331,140,16,0,0,30,15,0,0,0,48,11,5,4,2,0,1,1,6,10,41,15,15,0,0,0,3,65,5.7,59,9,16,10,0,5,87,0,0,,0,0,0,0,0,11,4,Outhalf,367,16,101,0,22,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2.7,-2.6,0,0,0,0,0,0,5,3,3,n/a,3
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,277,133,13,0,0,16,4,0,0,0,68,36,20,14,8,9,6,6,16,0,54,12,4,0,0,0,4,61,5.7,55,12,20,14,0,7,124,0,0,,0,9,4,0,1,26,10,Back 3,0,13,103,0,18,0,0,0,0,4,1,0,0,0,0,0,0,0,7,3,9,9,3,-3.4,1,1,0,1,0,1,3,1,1,n/a,3
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,282,76,12,1,0,21,5,0,0,0,47,22,9,9,4,3,3,2,18,12,43,16,5,0,0,0,4,69,6.1,56,9,15,13,0,5,113,0,0,,0,3,1,0,0,19,8,Outhalf,322,11,51,0,14,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,3,3,3.2,-2,0,0,0,2,0,2,4,1,1,n/a,2
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,244,105,9,0,0,16,3,0,0,0,46,13,8,6,4,3,2,2,12,0,31,13,3,0,0,0,4,62,5.8,59,9,15,10,0,6,87,0,0,,0,3,1,0,0,10,5,Back 3,0,9,68,0,28,0,0,0,0,4,1,0,0,0,2,0,0,0,3,0,3,3,3.5,-3,0,0,0,1,0,1,4,1,1,n/a,2
02/04/20,Tuesday,Day 1,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,229,62,0,0,0,9,0,0,0,0,39,19,10,9,5,1,1,1,n/a,8,28,9,0,0,0,0,4,56,5,56,7,12,10,0,5,89,0,0,,0,1,1,0,0,18,8,Outhalf,262,0,42,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,2.8,-2.9,0,0,0,0,0,0,2,n/a,n/a,n/a,n/a
