Date,Day,Training Day,Days from Game,Week Structure,Turnaround,Training Group,Training Involvement,Opposition,Week Number,Session,Focus,Data Type,Position,Name,Period Name,Total Distance (m),Work Distance (m),+5m/s Distance (m),+6m/s Distance (m),+7m/s Distance (m),Individual High Speed Distance (m),60% Total Distance (m),70% Total Distance (m),80% Total Distance (m),90% Total Distance (Set 2) (m),Accel Decel Distance (m),Accel Distance (m),Accel Decel Efforts,Accel Efforts,Acceleration Metres/Minute,High Accel Distance (m),High Intensity Efforts 1,High Intensity Efforts 2,HSR Density,IMA Total,Individual High Metabolic Distance (m),50% Total Distance (Set 2) (m),60% Total Distance (Set 2) (m),70% Speed Total Distance (Set 2) (m),80% Speed Total Distance (Set 2) (m),Acceleration Density,Acceleration Density Index,Max Vel (% Max),Maximum Velocity (m/s),Meterage Per Minute,Player Load (1D Fwd),Player Load (2D),Player Load (Slow),Player Load Per Metre,Player Load Per Minute,Total Acceleration Load,Total Duration,Average Scrum Count (Session),Average Scrum Duration,Scrum Count,High Accel Total Distance (m),High Accel Total Effort Count,High Deccel  Total Distance (m),High Deccel Total Effort Count,Mod Accel Total Distance (m),Mod Accel Total Effort Count,Position Name,Equivalent Distance (m),High Speed Total Distance (m),Jog Total Distance (m),Abs Sprint Total Distance (m),Stride Total Distance (m),Top Speed 1 Total Distance (m),Top Speed 2 Total Distance (m),Top Speed 2 Total Effort Count,Top Speed 1 Total Effort Count,Stride Total Effort Count,60% Total Effort Count (Set 2),70% Total Effort Count (Set 2),80% Total Effort Count (Set 2),90% Total Effort Count (Set 2),Tackle Count,Deceleration B2 Distance (Gen 2) (m),Deceleration B3 Distance (Gen 2) (m),Deceleration B2-3 Distance (Gen 2) (m),Acceleration B2 Distance (Gen 2) (m),Acceleration B3 Distance (Gen 2) (m),Acceleration B2-3 Distance (Gen 2) (m),Gen 2 Accel Distance (m),Max Acceleration,Max Deceleration,Deceleration B2-3 Total Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Acceleration B2-3 Total Efforts (Gen 2),Individual High Speed/Min,Individual Sprint Metres/Min,60% Mtrs/Min,70% Mtrs/Min,High Speed Mtrs/Min
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1239,422,113,43,4,81,25,0,0,0,134,41,11,10,2,1,15,3,14,10,126,56,25,0,0,0,3,68,7.3,48,42,65,53,0,4,323,0,0,,0,1,0,0,0,40,10,Back 3,1366,70,217,4,92,0,0,0,0,12,3,0,0,0,0,0,0,0,1,0,1,1,3.1,-3,0,0,0,2,0,2,3,1,1,n/a,4
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1421,833,137,41,0,145,61,0,0,0,191,38,18,12,3,4,17,8,10,0,191,83,61,0,0,0,2,69,6.9,93,58,81,37,0,8,352,0,0,,0,2,0,1,1,35,12,Back,0,97,513,0,182,0,0,0,0,18,7,0,0,0,2,1,0,1,2,0,2,2,3.3,-4,3,3,0,1,0,1,9,4,4,n/a,9
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,1223,619,58,7,0,86,14,1,0,0,123,20,9,7,1,1,8,3,14,0,107,72,13,1,0,0,2,70,6.6,80,43,63,33,0,7,301,0,0,,0,1,0,0,0,20,7,Back 3,0,51,432,0,129,0,0,0,0,13,2,1,0,0,0,0,0,0,1,0,1,1,2.7,-2.5,0,0,0,0,0,0,6,1,1,0,4
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,1055,512,38,0,0,109,16,0,0,0,99,20,7,6,1,3,6,3,13,8,130,93,16,0,0,0,2,67,5.9,69,32,52,30,0,5,261,0,0,,0,3,1,0,0,17,5,Outhalf,1146,38,344,0,129,0,0,0,0,11,2,0,0,0,0,0,0,0,3,0,3,3,3.1,-2.6,0,0,0,1,0,1,7,1,1,n/a,3
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,300,86,36,17,0,32,3,0,0,0,28,1,0,0,0,0,4,1,11,3,33,29,3,0,0,0,2,61,6.5,80,9,14,13,0,6,57,0,0,,0,0,0,0,0,1,0,Back 3,321,19,35,0,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1.9,-1.8,0,0,0,0,0,0,9,1,1,n/a,10
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,426,85,0,0,0,0,0,0,0,0,22,4,1,1,1,2,1,1,n/a,3,4,0,0,0,0,0,2,47,5,67,11,16,16,0,4,87,0,0,,0,2,1,0,0,1,0,Back 3,451,0,75,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,3.5,-1.7,0,0,0,1,0,1,n/a,n/a,n/a,n/a,n/a
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,427,140,51,25,9,55,26,13,0,0,75,24,14,7,5,4,6,6,15,0,86,29,13,13,0,0,3,74,7.3,67,14,21,17,0,5,131,0,0,,0,2,0,3,4,23,7,Back,0,26,57,9,32,0,0,0,0,6,1,1,0,0,1,3,0,3,2,0,2,2,3.3,-4.2,4,3,1,3,0,3,9,4,4,2,8
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,334,116,15,1,0,19,7,0,0,0,63,29,15,12,5,7,6,6,14,0,51,12,7,0,0,0,4,64,6,53,11,17,13,0,4,127,0,0,,0,7,4,0,0,23,8,Back 3,0,14,69,0,32,0,0,0,0,5,2,0,0,0,1,0,0,0,7,0,7,7,3.3,-3.7,3,3,0,2,0,2,3,1,1,n/a,2
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,297,66,0,0,0,5,0,0,0,0,50,25,13,7,4,0,0,0,0,7,32,5,0,0,0,0,4,57,5,47,8,14,12,0,3,122,0,0,,0,0,0,0,0,25,7,Outhalf,351,0,50,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.9,-3.3,2,2,0,0,0,0,1,n/a,n/a,n/a,0
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,449,151,67,27,3,58,21,0,0,0,54,13,4,4,2,1,7,1,10,4,71,37,21,0,0,0,3,67,7.1,57,14,21,17,0,5,125,0,0,,0,1,0,0,0,13,4,Back 3,496,40,56,3,28,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,1,3.1,-2.2,0,0,0,1,0,1,7,3,3,n/a,9
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,721,330,165,112,64,169,117,74,12,0,142,54,18,11,8,9,20,14,13,0,236,52,43,63,12,0,3,85,8.4,92,26,39,23,0,8,198,0,0,,0,8,2,1,1,46,9,Back,0,53,124,54,40,10,0,0,1,7,5,5,1,0,0,1,0,1,8,0,8,8,4,-3.5,2,2,0,3,1,4,22,15,15,10,21
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,395,168,62,31,8,70,42,14,4,0,103,49,25,12,8,18,14,15,20,0,132,28,28,10,4,0,4,82,7.7,51,12,20,14,0,4,157,0,0,,0,14,3,4,4,35,9,Back 3,0,31,71,8,36,0,0,0,0,8,5,2,1,0,0,4,0,4,13,1,14,14,3.9,-4,5,4,1,4,0,4,9,5,5,2,8
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,317,99,64,36,0,75,58,26,0,0,59,31,14,9,5,8,10,11,14,5,111,17,33,26,0,0,3,79,7,41,9,15,12,0,3,108,0,0,,0,7,2,1,1,24,7,Outhalf,382,28,19,0,16,0,0,0,0,4,4,4,0,0,1,1,0,1,7,0,7,7,3.4,-3.7,2,2,0,3,0,3,10,7,7,3,8
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,560,335,78,50,25,62,41,15,0,0,129,21,20,7,7,5,14,9,22,26,98,21,27,15,0,1,3,80,8.5,116,27,41,19,0,13,171,0,0,,0,1,0,5,3,20,7,Back 3,681,28,197,15,61,10,0,0,1,8,4,1,0,0,6,4,0,5,1,0,1,1,3,-4.1,5,4,1,0,0,0,13,9,9,3,16
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,628,430,152,83,25,163,91,25,12,0,158,40,19,10,10,8,20,13,14,0,214,73,66,13,12,1,3,86,8.5,130,28,43,20,0,14,202,0,0,,0,5,1,3,3,35,9,Back,0,70,184,16,94,9,0,0,1,10,7,1,1,0,0,3,0,3,5,0,5,5,3.5,-4.7,5,3,2,1,0,1,34,19,19,5,31
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,763,635,126,47,24,152,72,33,17,0,89,10,11,4,4,2,10,8,9,0,170,80,39,17,17,1,2,87,8.2,157,34,53,13,0,18,185,0,0,,0,0,0,2,1,10,4,Back 3,0,79,364,17,145,7,0,0,1,10,3,1,1,0,6,2,1,2,0,0,0,0,2.8,-4.5,3,2,1,0,0,0,31,15,15,7,26
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,645,462,54,42,24,85,51,39,24,0,77,3,1,1,1,0,3,3,8,30,88,34,12,15,24,1,3,88,7.7,133,24,40,16,0,14,166,0,0,,0,0,0,0,0,3,1,Outhalf,713,12,356,24,51,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2.3,-2.1,0,0,0,0,0,0,17,10,10,8,11
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,408,266,57,28,5,43,22,0,0,0,66,6,5,2,3,0,7,2,17,17,53,21,22,0,0,0,3,68,7.2,107,20,30,13,0,13,108,0,0,,0,0,0,0,0,6,2,Back 3,466,29,165,5,44,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,2.9,-3.9,1,1,0,0,0,0,11,6,6,n/a,15
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,489,348,87,65,45,90,68,46,19,0,101,22,18,8,9,7,9,7,14,0,124,22,23,27,19,1,3,87,8.6,129,22,34,14,0,14,148,0,0,,0,5,1,2,1,16,7,Back,0,22,200,28,60,17,0,0,1,7,2,2,1,0,3,2,0,2,5,0,5,5,3.7,-4.4,4,3,1,1,0,1,24,18,18,12,23
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,523,414,126,43,7,146,70,15,1,0,106,11,11,2,5,2,11,8,8,0,164,75,56,14,1,1,3,80,7.5,138,22,34,9,0,15,146,0,0,,0,0,0,2,2,11,2,Back 3,0,84,176,7,111,0,0,0,0,9,5,1,0,0,2,2,0,2,0,0,0,0,3,-3.9,5,5,0,1,0,1,38,19,19,4,33
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,412,241,69,28,0,60,12,0,0,0,66,7,11,3,4,2,6,6,10,15,74,48,12,0,0,0,2,64,6.8,111,18,28,13,0,12,97,0,0,,0,0,0,2,3,7,3,Back 3,486,41,132,0,41,0,0,0,0,5,2,0,0,0,4,1,1,2,0,0,0,0,2.5,-5.2,4,3,1,0,0,0,16,3,3,n/a,19
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,456,299,46,17,5,55,20,5,0,0,71,20,7,5,7,1,7,3,14,0,83,35,15,5,0,1,3,75,7.4,122,22,33,17,0,14,131,0,0,,0,0,0,1,0,19,5,Back,0,29,189,5,63,0,0,0,0,7,2,1,0,0,2,1,0,1,0,0,0,0,3.4,-3,0,0,0,2,0,2,15,5,5,1,12
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,476,363,35,22,7,54,25,16,1,0,54,7,7,5,3,0,4,2,15,0,64,29,9,15,1,1,3,80,7.6,128,21,34,10,0,15,124,0,0,,0,0,0,0,0,7,5,Back 3,0,14,251,7,76,0,0,0,0,6,1,1,0,0,2,0,0,0,0,0,0,0,2.5,-3,1,1,0,0,0,0,14,7,7,4,10
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,427,276,4,0,0,29,1,0,0,0,52,8,4,4,2,0,1,0,28,12,37,28,1,0,0,1,3,61,5.4,115,16,26,13,0,12,124,0,0,,0,0,0,0,0,8,4,Outhalf,477,4,217,0,56,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2.6,-2,0,0,0,0,0,0,8,0,0,n/a,1
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1256.71057,411.59999,105.37,44.94,24.8,95.74,35.18,6.55,0,0,149.04,39.24,26,14,2.68951,4.84,10,8,9.92884,19,146.5,60.56,28.63,6.55,0,0.28531,2.57088,73.08019,7.7465,66.58657,41.86957,64.41563,51.66389,0.08706,5.79703,323.08463,12:18:52 AM,0,,0,2.28,1,2.56,3,36.96,13,Back 3,1408.02014,60.43,273.95999,24.8,32.27,0,0,0,0,9,2,1,0,0,4,2.33,0.3,2.63,2.28,0,2.28,2.28,3.14467,-5.104,6,4,2,2,0,2,5.07277,1.86401,1.86401,0.34705,5.58301
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1143.23486,585.28,121.65,87.38,48.1,126.87,90.63,51.39,43.04,34.01,197.75,52.56,31,15,4.97728,17.7,19,18,20.42603,0,199.35,36.24,39.24,8.35,9.03,0.40962,3.13053,99.85353,9.8855,78.5072,44.29199,68.84064,41.65552,0.09507,7.46353,357.89318,12:14:33 AM,0,,0,13.87,4,3.83,5,38.69,11,Back,0,34.27,370.38,6.03,93.25,9.88,32.19,1,1,14,5,2,1,1,1,3.45,0.72,4.17,13.45,0.42,13.87,13.87,3.81133,-5.14816,5,3,2,3,0,3,8.7123,6.22366,6.22366,3.52901,8.35384
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,977.04993,425.64,97.67,56.96,3.33,125.04,73.73,31.9,0,0,164.31,45.72,21,11,3.97,2.84,8,8,9.8256,0,182.29,51.31,41.83,31.9,0,0.36697,3.24972,75.19681,7.0685,67.75345,31.1653,50.561,34.5414,0.0849,5.75218,317.51434,12:14:25 AM,0,,0,0.89,0,1.95,2,44.83,11,Back 3,0,40.71,240.36,3.33,87.61,0,0,0,0,14,4,2,0,0,3,1.95,0,1.95,0.89,0,0.89,0.89,3.23083,-4.03316,3,2,1,2,0,2,8.67089,5.1128,5.1128,2.2121,6.77292
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,776.28442,425.42999,82.56,57.24,23.95,125.19,68.53,48.52,23.95,0,114.14,29.37,13,9,4.5378,0.99,8,6,19.74724,19,162.31,56.66,20.01,24.57,23.95,0.43253,2.73471,89.05114,7.8365,94.89836,25.96748,42.7179,22.93452,0.08835,8.38471,212.29117,12:08:10 AM,0,,0,0.36,0,0.63,1,29.01,9,Outhalf,884.62878,25.32,273.79999,23.95,69.07,0,0,0,0,7,2,2,1,0,1,0.69,0,0.69,0.36,0,0.36,0.36,2.799,-3.47333,4,4,0,0,0,0,15.30409,8.37758,8.37758,5.93142,10.0927
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,589,323,248,219,182,239,202,159,81,2,175,101,24,14,13,56,38,26,24,6,368,37,43,79,79,0,3,90,9.5,58,25,42,21,0,6,174,0,0,,0,55,7,1,0,46,7,Back 3,795,29,52,62,23,84,36,3,7,7,7,7,5,0,0,1,0,1,42,13,55,55,4.5,-3.1,1,1,0,1,6,7,24,20,20,16,25
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,53,41,33,29,24,32,26,20,10,0,26,14,4,2,42,10,5,4,26,2,51,5,6,10,10,1,4,85,9.1,117,2,4,1,0,14,19,0,0,,0,10,1,0,0,5,1,Back 3,82,4,5,8,3,15,1,0,1,1,1,1,1,0,0,0,0,0,7,2,10,10,4.5,-2.4,0,0,0,0,1,1,70,58,58,45,73
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,40,34,27,24,19,27,22,16,0,0,23,14,4,2,61,6,5,3,30,0,46,4,6,16,0,1,5,79,8.3,125,2,3,1,0,16,18,0,0,,0,6,1,0,0,8,1,Back 3,67,3,4,11,3,9,0,0,1,1,1,1,0,0,0,0,0,0,4,2,6,6,4.2,-2.9,0,0,0,0,1,1,84,70,70,50,86
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,46,39,33,29,23,31,26,20,10,0,26,13,5,2,46,7,5,4,23,1,50,5,5,10,10,1,4,84,8.9,116,2,4,1,0,16,19,0,0,,0,7,1,0,0,7,1,Back 3,76,4,3,7,3,15,0,0,1,1,1,1,1,0,0,0,0,0,6,1,7,7,4,-3.1,1,1,0,0,1,1,78,65,65,51,83
10/24/19,Thursday,Day 3,GD-3,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,42,36,29,25,19,27,22,16,0,0,24,12,3,2,46,7,5,3,26,1,44,5,6,16,0,1,4,78,8.3,113,2,4,1,0,15,19,0,0,,0,7,1,0,0,5,1,Back 3,67,4,4,12,3,7,0,0,1,1,1,1,0,0,0,0,0,0,5,2,7,7,4.4,-2.8,0,0,0,0,1,1,73,60,60,43,79
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,6059,3649,814,513,365,694,454,278,103,47,1048,210,122,52,4,57,96,50,14,250,996,240,176,176,56,0,3,96,10.1,86,270,415,214,0,10,1668,0,0,,0,36,7,21,17,174,45,Back 3,7161,302,2130,207,704,77,80,3,7,92,17,13,3,3,20,17,4,21,31,5,36,36,4.5,-7.1,31,24,7,12,2,14,10,6,6,4,12
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1226,559,150,82,42,130,61,23,0,0,115,32,8,7,2,11,19,8,12,7,166,69,39,23,0,0,2,78,8.3,71,54,78,48,0,7,254,0,0,,0,11,2,0,0,21,5,Back 3,1342,68,342,36,67,5,0,0,1,10,3,3,0,0,0,0,0,0,11,0,11,11,3.6,-2.2,0,0,0,2,0,2,8,4,4,1,9
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,398,223,157,142,119,152,134,103,71,34,74,34,6,4,4,17,15,12,20,8,196,18,31,32,37,0,2,93,9.9,33,19,30,17,0,4,98,0,0,,0,17,2,1,0,17,2,Back 3,481,15,55,38,11,23,58,2,2,3,3,3,2,2,0,1,0,1,12,5,17,17,4.5,-2.6,0,0,0,0,2,2,13,11,11,9,13
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,160,33,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,n/a,6,0,0,0,0,0,0,4,34,3.6,36,7,11,13,0,4,58,0,0,,0,0,0,0,0,0,0,Back 3,175,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-1.7,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,561,338,70,24,10,61,17,6,0,0,98,20,14,6,6,4,9,4,11,20,89,44,11,6,0,1,3,73,7.8,110,24,35,17,0,12,155,0,0,,0,1,0,3,1,19,6,Back 3,662,45,229,10,40,0,0,0,0,8,2,1,0,0,1,3,0,3,1,0,1,1,3,-4.2,2,1,1,1,0,1,12,3,3,1,14
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,462,319,68,40,30,61,38,22,0,0,61,20,7,4,6,4,7,4,11,16,83,23,16,22,0,1,2,78,8.3,127,19,30,11,0,14,113,0,0,,0,3,1,1,1,16,3,Back 3,525,28,210,25,40,5,0,0,1,5,1,1,0,0,2,1,0,1,3,0,3,3,3.5,-4.1,2,1,1,2,0,2,17,10,10,6,19
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,486,269,63,44,31,58,39,19,0,0,99,17,13,4,6,4,9,7,21,21,83,19,21,19,0,1,3,76,8.1,114,22,34,23,0,14,153,0,0,,0,0,0,4,4,17,4,Back 3,595,19,158,26,48,5,0,0,1,8,2,1,0,0,4,3,1,4,0,0,0,0,2.9,-5,5,3,2,0,0,0,14,9,9,4,15
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,476,285,79,47,37,64,44,31,2,0,84,20,14,10,5,1,7,4,9,15,90,20,13,29,2,0,3,80,8.5,96,19,30,16,0,11,139,0,0,,0,1,1,0,0,19,9,Back 3,556,32,136,18,70,19,0,0,1,8,1,1,0,0,2,0,0,0,1,0,1,1,3.4,-2.8,0,0,0,3,0,3,13,9,9,6,16
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,487,328,75,60,45,69,55,39,30,13,76,9,9,2,4,3,9,9,21,27,87,13,16,9,17,1,3,96,10.1,118,22,35,14,0,14,126,0,0,,0,0,0,3,3,9,2,Back 3,576,15,230,11,24,13,22,1,1,4,2,1,1,1,6,2,1,3,0,0,0,0,2.7,-4.9,4,3,1,0,0,0,17,13,13,9,18
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,768,604,43,0,0,10,0,0,0,0,231,11,27,3,7,4,5,4,12,62,49,10,0,0,0,1,3,51,5.4,130,37,56,13,0,16,260,0,0,,0,0,0,4,4,11,3,Back 3,990,43,298,0,263,0,0,0,0,28,0,0,0,0,0,4,0,4,0,0,0,0,2.4,-3.7,11,11,0,0,0,0,2,n/a,n/a,n/a,7
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,540,350,70,49,31,59,43,22,0,0,108,33,14,9,9,5,11,5,29,35,99,17,20,22,0,1,3,76,8.1,120,26,42,25,0,16,169,0,0,,0,2,1,2,1,30,8,Back 3,665,21,201,30,80,2,0,0,0,9,2,1,0,0,4,2,1,2,2,0,2,2,3.4,-7.1,4,3,1,4,0,4,13,9,9,5,15
10/26/19,Saturday,Day 4,GD-1,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,494,341,40,25,19,30,23,14,0,0,89,14,10,3,5,3,5,5,20,33,52,8,8,14,0,1,3,79,8.4,121,21,35,16,0,15,142,0,0,,0,0,0,3,3,14,3,Back 3,594,15,238,13,63,6,0,0,0,9,1,1,0,0,1,2,1,3,0,0,0,0,2.9,-4.6,3,2,1,0,0,0,7,6,6,3,10
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player2,period,6324,3392,856,414,148,906,438,159,56,3,1054,258,154,84,4,39,91,65,12,187,1250,469,278,103,53,0,3,90,8.9,69,267,407,255,0,7,1874,0,0,,0,19,2,20,19,239,82,Back,7383,441,1931,96,605,52,0,0,3,76,25,9,3,1,36,15,6,21,19,0,19,19,3.9,-6.4,23,15,8,13,0,13,10,5,5,2,9
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,6331,3590,803,328,84,1025,469,162,20,0,1045,263,150,80,4,69,101,76,11,188,1374,556,308,142,20,0,3,86,8.1,69,273,426,249,0,8,1954,0,0,,0,50,14,19,15,213,66,Back 3,7421,475,1995,82,792,2,0,0,1,83,32,13,2,0,32,15,4,19,49,1,50,50,4,-6.1,27,18,9,19,0,19,11,5,5,2,9
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,6752,3147,476,179,44,857,366,145,44,0,809,142,95,49,2,13,43,48,10,170,1043,492,221,100,44,0,3,87,7.6,74,235,404,295,0,7,2057,0,0,,0,6,2,7,6,136,47,Outhalf,7581,296,1885,44,786,0,0,0,0,75,26,9,2,0,25,6,1,7,6,0,6,6,3.8,-5.5,19,17,2,3,0,3,9,4,4,2,5
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,3226,1754,428,216,57,453,230,62,42,3,523,135,74,42,4,17,45,35,13,87,628,222,169,20,39,0,3,90,8.9,73,134,205,126,0,7,940,0,0,,0,5,0,12,9,130,42,Back,3752,212,990,18,336,40,0,0,2,38,14,3,2,1,16,8,4,12,5,0,5,5,3.3,-5.7,12,7,5,5,0,5,10,5,5,1,10
10/27/19,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,3156,1926,457,195,46,538,273,92,10,0,537,154,81,45,5,48,62,51,12,84,739,265,181,82,10,0,3,82,7.7,71,137,213,110,0,8,952,0,0,,0,36,11,12,8,118,34,Back 3,3733,262,1127,46,341,0,0,0,0,41,19,7,1,0,14,10,2,12,35,1,36,36,4,-6.1,16,11,5,12,0,12,12,6,6,2,10
